"PAYS","REGION","NUTS","ANNEE","NB_OBS","warm_moy","leaking_moy","warm_na","leaking_na"
"BG","BG34","NUTS 2",2009,830,0.5578,0.1964,0,0
"ES","ES23","NUTS 2",2009,420,0.9786,0.1048,0,0
"ES","ES11","NUTS 2",2009,989,0.9838,0.1102,0,0
"IT","ITF1","NUTS 2",2009,445,0.9551,0.1708,0,0
"FR","FR83","NUTS 2",2009,33,0.9394,0.1515,0,0
"BG","BG41","NUTS 2",2009,1655,0.6097,0.1601,0,0
"BG","BG42","NUTS 2",2009,1010,0.5446,0.1842,0,0
"IT","ITF2","NUTS 2",2009,375,0.9387,0.1547,0,0
"IT","ITE4","NUTS 2",2009,1538,0.9447,0.1573,0,0
"MK","MK00","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR21","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR81","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR42","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR51","NUTS 2",2009,NA,NA,NA,NA,NA
"IT","ITF4","NUTS 2",2009,1004,0.9502,0.1723,0,0
"TR","TR22","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR13","NUTS 2",2009,209,0.9187,0.134,0,0
"GR","GR12","NUTS 2",2009,1322,0.9425,0.1225,0,0
"TR","TR41","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TRA1","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TRA2","NUTS 2",2009,NA,NA,NA,NA,NA
"PT","PT16","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR14","NUTS 2",2009,499,0.9058,0.1483,0,0
"IT","ITG2","NUTS 2",2009,528,0.9659,0.1875,0,0
"ES","ES43","NUTS 2",2009,522,0.9693,0.1264,0,0
"ES","ES42","NUTS 2",2009,654,0.9755,0.1055,0,0
"GR","GR21","NUTS 2",2009,205,0.9268,0.1073,0,0
"TR","TR31","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR72","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TRB1","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES53","NUTS 2",2009,453,0.9713,0.1015,0,0
"TR","TR33","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES52","NUTS 2",2009,1024,0.9756,0.123,0,0
"PT","PT17","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES62","NUTS 2",2009,536,0.9646,0.1306,0,0
"IT","ITF6","NUTS 2",2009,620,0.9339,0.1742,0,0
"GR","GR24","NUTS 2",2009,364,0.9423,0.1154,0,0
"TR","TR71","NUTS 2",2009,NA,NA,NA,NA,NA
"PT","PT18","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR23","NUTS 2",2009,474,0.9388,0.1498,0,0
"TR","TRC2","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR22","NUTS 2",2009,107,0.9252,0.1869,0,0
"PT","PT20","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TRB2","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES51","NUTS 2",2009,1500,0.968,0.1013,0,0
"ES","ES24","NUTS 2",2009,566,0.977,0.1184,0,0
"TR","TR10","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES30","NUTS 2",2009,1141,0.9755,0.1008,0,0
"ES","ES41","NUTS 2",2009,921,0.9653,0.114,0,0
"TR","TR82","NUTS 2",2009,NA,NA,NA,NA,NA
"PT","PT11","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR83","NUTS 2",2009,NA,NA,NA,NA,NA
"IT","ITF3","NUTS 2",2009,1291,0.9481,0.1805,0,0
"IT","ITF5","NUTS 2",2009,460,0.9543,0.163,0,0
"TR","TR90","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR11","NUTS 2",2009,483,0.94,0.1449,0,0
"FR","FR71","NUTS 2",2009,850,0.96,0.0882,0,0
"IT","ITD3","NUTS 2",2009,1581,0.9589,0.1771,0,0
"IT","ITC1","NUTS 2",2009,1436,0.968,0.1797,0,0
"RO","RO22","NUTS 2",2009,1002,0.9102,0.2096,0,0
"RO","RO41","NUTS 2",2009,831,0.8845,0.1901,0,0
"RO","RO32","NUTS 2",2009,605,0.9421,0.162,0,0
"RO","RO31","NUTS 2",2009,1251,0.9145,0.1871,0,0
"IT","ITD5","NUTS 2",2009,1497,0.9673,0.155,0,0
"IT","ITC3","NUTS 2",2009,971,0.9619,0.1524,0,0
"FR","FR82","NUTS 2",2009,756,0.9749,0.082,0,0
"ES","ES12","NUTS 2",2009,632,0.9652,0.1108,0,0
"FR","FR61","NUTS 2",2009,637,0.9748,0.0928,0.0031,0.0016
"BG","BG33","NUTS 2",2009,679,0.5493,0.1738,0,0
"ES","ES13","NUTS 2",2009,411,0.9708,0.0876,0,0
"BG","BG31","NUTS 2",2009,741,0.5142,0.1862,0,0
"ES","ES22","NUTS 2",2009,458,0.9825,0.1157,0,0
"IT","ITE3","NUTS 2",2009,978,0.9499,0.1564,0,0
"FR","FR62","NUTS 2",2009,480,0.977,0.0958,0.0021,0
"ES","ES21","NUTS 2",2009,726,0.9669,0.1171,0,0
"IT","ITE1","NUTS 2",2009,1448,0.9572,0.163,0,0
"BG","BG32","NUTS 2",2009,693,0.5281,0.1962,0,0
"HR","HR03","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR41","NUTS 2",2009,162,0.9506,0.1111,0,0
"TR","TRC3","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR52","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR32","NUTS 2",2009,NA,NA,NA,NA,NA
"PT","PT15","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR62","NUTS 2",2009,NA,NA,NA,NA,NA
"TR","TR61","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR25","NUTS 2",2009,413,0.9104,0.1477,0,0
"IT","ITG1","NUTS 2",2009,1145,0.9555,0.1694,0,0
"TR","TRC1","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES61","NUTS 2",2009,1585,0.9672,0.1155,0,0
"TR","TR63","NUTS 2",2009,NA,NA,NA,NA,NA
"GR","GR30","NUTS 2",2009,2174,0.9282,0.121,0,0
"MT","MT00","NUTS 2",2009,3646,0.9336,0.0458,0,0
"ES","ES63","NUTS 2",2009,110,0.9545,0.1091,0,0
"GR","GR42","NUTS 2",2009,206,0.9029,0.0971,0,0
"CY","CY00","NUTS 2",2009,3145,0.8461,0.1851,0,0
"GR","GR43","NUTS 2",2009,418,0.9258,0.1053,0,0
"ES","ES64","NUTS 2",2009,114,0.9474,0.1053,0,0
"PT","PT30","NUTS 2",2009,NA,NA,NA,NA,NA
"ES","ES70","NUTS 2",2009,598,0.9515,0.1171,0,0
"FR","FR91","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR92","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR93","NUTS 2",2009,NA,NA,NA,NA,NA
"FR","FR94","NUTS 2",2009,NA,NA,NA,NA,NA
"ME","ME00","NUTS 2",2009,NA,NA,NA,NA,NA
"AT","AT","NUTS 0",2010,6188,0.9885,0.1117,2e-04,0
"BE","BE","NUTS 0",2010,6132,0.9633,0.1164,0,0
"BG","BG","NUTS 0",2010,6171,0.3883,0.1423,0,0
"CH","CH","NUTS 0",2010,NA,NA,NA,NA,NA
"CY","CY","NUTS 0",2010,3780,0.8434,0.169,0,0
"CZ","CZ","NUTS 0",2010,NA,NA,NA,NA,NA
"DE","DE","NUTS 0",2010,NA,NA,NA,NA,NA
"DK","DK","NUTS 0",2010,5867,0.9952,0.0753,3e-04,0.0022
"EE","EE","NUTS 0",2010,4972,0.9666,0.1209,0,0
"EL","EL","NUTS 0",2010,7005,0.954,0.1435,0,0
"ES","ES","NUTS 0",2010,13597,0.9688,0.1577,0,0
"FI","FI","NUTS 0",2010,10989,0.9858,0.031,0.0066,0.0073
"FR","FR","NUTS 0",2010,11047,0.9723,0.0787,5e-04,0
"HR","HR","NUTS 0",2010,3703,0.9552,0.4775,0,0
"HU","HU","NUTS 0",2010,9813,0.9468,0.2494,2e-04,1e-04
"IE","IE","NUTS 0",2010,NA,NA,NA,NA,NA
"IS","IS","NUTS 0",2010,NA,NA,NA,NA,NA
"IT","IT","NUTS 0",2010,19147,0.958,0.1257,0,0
"LI","LI","NUTS 0",2010,NA,NA,NA,NA,NA
"LT","LT","NUTS 0",2010,5314,0.771,0.1381,0,0
"LU","LU","NUTS 0",2010,4876,0.9979,0.1003,0,0
"LV","LV","NUTS 0",2010,6255,0.89,0.1968,0,0
"ME","ME","NUTS 0",2010,NA,NA,NA,NA,NA
"MK","MK","NUTS 0",2010,NA,NA,NA,NA,NA
"MT","MT","NUTS 0",2010,3781,0.9423,0.068,5e-04,0
"NL","NL","NUTS 0",2010,NA,NA,NA,NA,NA
"NO","NO","NUTS 0",2010,NA,NA,NA,NA,NA
"PL","PL","NUTS 0",2010,NA,NA,NA,NA,NA
"PT","PT","NUTS 0",2010,NA,NA,NA,NA,NA
"RO","RO","NUTS 0",2010,7718,0.8037,0.1937,0,0
"SE","SE","NUTS 0",2010,NA,NA,NA,NA,NA
"SI","SI","NUTS 0",2010,NA,NA,NA,NA,NA
"SK","SK","NUTS 0",2010,5376,0.9377,0.4401,0,0
"TR","TR","NUTS 0",2010,NA,NA,NA,NA,NA
"UK","UK","NUTS 0",2010,NA,NA,NA,NA,NA
"AT","AT1","NUTS 1",2010,2701,0.9893,0.11,0,0
"AT","AT2","NUTS 1",2010,1275,0.9851,0.1161,0,0
"AT","AT3","NUTS 1",2010,2212,0.9896,0.1112,5e-04,0
"BE","BE1","NUTS 1",2010,816,0.9534,0.125,0,0
"BE","BE2","NUTS 1",2010,3274,0.9704,0.1087,0,0
"BE","BE3","NUTS 1",2010,2042,0.9559,0.1254,0,0
"BG","BG3","NUTS 1",2010,3220,0.3888,0.1339,0,0
"BG","BG4","NUTS 1",2010,2951,0.3877,0.1515,0,0
"CH","CH0","NUTS 1",2010,NA,NA,NA,NA,NA
"CY","CY0","NUTS 1",2010,3780,0.8434,0.169,0,0
"CZ","CZ0","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE1","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE2","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE3","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE4","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE5","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE6","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE7","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE8","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DE9","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEA","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEB","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEC","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DED","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEE","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEF","NUTS 1",2010,NA,NA,NA,NA,NA
"DE","DEG","NUTS 1",2010,NA,NA,NA,NA,NA
"DK","DK0","NUTS 1",2010,5867,0.9952,0.0753,3e-04,0.0022
"EE","EE0","NUTS 1",2010,4972,0.9666,0.1209,0,0
"EL","EL1","NUTS 1",2010,2605,0.9409,0.1578,0,0
"EL","EL2","NUTS 1",2010,1588,0.9553,0.1518,0,0
"EL","EL3","NUTS 1",2010,2026,0.9689,0.1264,0,0
"EL","EL4","NUTS 1",2010,786,0.9567,0.1234,0,0
"ES","ES1","NUTS 1",2010,2025,0.9669,0.1526,0,0
"ES","ES2","NUTS 1",2010,2216,0.9729,0.1688,0,0
"ES","ES3","NUTS 1",2010,1271,0.9748,0.133,0,0
"ES","ES4","NUTS 1",2010,2118,0.9669,0.1558,0,0
"ES","ES5","NUTS 1",2010,2980,0.9688,0.152,0,0
"ES","ES6","NUTS 1",2010,2356,0.9643,0.1732,0,0
"ES","ES7","NUTS 1",2010,631,0.9715,0.1601,0,0
"FI","FI1","NUTS 1",2010,10882,0.9858,0.0307,0.0067,0.0073
"FI","FI2","NUTS 1",2010,107,0.9907,0.0566,0,0.0093
"FR","FR1","NUTS 1",2010,1729,0.9792,0.0763,0.0012,0
"FR","FR2","NUTS 1",2010,1991,0.9729,0.0834,0,0
"FR","FR3","NUTS 1",2010,788,0.9746,0.0799,0,0
"FR","FR4","NUTS 1",2010,1043,0.9616,0.0738,0,0
"FR","FR5","NUTS 1",2010,1765,0.9677,0.0844,0.0011,0
"FR","FR6","NUTS 1",2010,1357,0.9683,0.0752,7e-04,0
"FR","FR7","NUTS 1",2010,1156,0.9775,0.0727,0,0
"FR","FR8","NUTS 1",2010,1218,0.9754,0.0788,0,0
"FR","FR9","NUTS 1",2010,NA,NA,NA,NA,NA
"HR","HR0","NUTS 1",2010,3703,0.9552,0.4775,0,0
"HU","HU1","NUTS 1",2010,2478,0.9552,0.2312,4e-04,0
"HU","HU2","NUTS 1",2010,2811,0.9481,0.2565,0,0
"HU","HU3","NUTS 1",2010,4524,0.9414,0.2549,2e-04,2e-04
"IE","IE0","NUTS 1",2010,NA,NA,NA,NA,NA
"IS","IS0","NUTS 1",2010,NA,NA,NA,NA,NA
"IT","ITC","NUTS 1",2010,4409,0.9626,0.127,0,0
"IT","ITF","NUTS 1",2010,4089,0.9496,0.1382,0,0
"IT","ITG","NUTS 1",2010,1647,0.9466,0.136,0,0
"IT","ITH","NUTS 1",2010,4603,0.9602,0.1162,0,0
"IT","ITI","NUTS 1",2010,4399,0.9629,0.1189,0,0
"LI","LI0","NUTS 1",2010,NA,NA,NA,NA,NA
"LT","LT0","NUTS 1",2010,5314,0.771,0.1381,0,0
"LU","LU0","NUTS 1",2010,4876,0.9979,0.1003,0,0
"LV","LV0","NUTS 1",2010,6255,0.89,0.1968,0,0
"ME","ME0","NUTS 1",2010,NA,NA,NA,NA,NA
"MK","MK0","NUTS 1",2010,NA,NA,NA,NA,NA
"MT","MT0","NUTS 1",2010,3781,0.9423,0.068,5e-04,0
"NL","NL1","NUTS 1",2010,NA,NA,NA,NA,NA
"NL","NL2","NUTS 1",2010,NA,NA,NA,NA,NA
"NL","NL3","NUTS 1",2010,NA,NA,NA,NA,NA
"NL","NL4","NUTS 1",2010,NA,NA,NA,NA,NA
"NO","NO0","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL1","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL2","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL3","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL4","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL5","NUTS 1",2010,NA,NA,NA,NA,NA
"PL","PL6","NUTS 1",2010,NA,NA,NA,NA,NA
"PT","PT1","NUTS 1",2010,NA,NA,NA,NA,NA
"PT","PT2","NUTS 1",2010,NA,NA,NA,NA,NA
"PT","PT3","NUTS 1",2010,NA,NA,NA,NA,NA
"RO","RO1","NUTS 1",2010,2047,0.8046,0.1881,0,0
"RO","RO2","NUTS 1",2010,2214,0.785,0.1947,0,0
"RO","RO3","NUTS 1",2010,1836,0.8322,0.1944,0,0
"RO","RO4","NUTS 1",2010,1621,0.7958,0.1986,0,0
"SE","SE1","NUTS 1",2010,NA,NA,NA,NA,NA
"SE","SE2","NUTS 1",2010,NA,NA,NA,NA,NA
"SE","SE3","NUTS 1",2010,NA,NA,NA,NA,NA
"SI","SI0","NUTS 1",2010,NA,NA,NA,NA,NA
"SK","SK0","NUTS 1",2010,5376,0.9377,0.4401,0,0
"TR","TR1","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR2","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR3","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR4","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR5","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR6","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR7","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR8","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TR9","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TRA","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TRB","NUTS 1",2010,NA,NA,NA,NA,NA
"TR","TRC","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKC","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKD","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKE","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKF","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKG","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKH","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKI","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKJ","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKK","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKL","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKM","NUTS 1",2010,NA,NA,NA,NA,NA
"UK","UKN","NUTS 1",2010,NA,NA,NA,NA,NA
"AT","AT11","NUTS 2",2010,237,0.9958,0.097,0,0
"AT","AT12","NUTS 2",2010,1165,0.994,0.109,0,0
"AT","AT13","NUTS 2",2010,1299,0.9838,0.1132,0,0
"AT","AT21","NUTS 2",2010,433,0.9885,0.097,0,0
"AT","AT22","NUTS 2",2010,842,0.9834,0.1259,0,0
"AT","AT31","NUTS 2",2010,1070,0.9907,0.1103,0,0
"AT","AT32","NUTS 2",2010,427,0.9906,0.1124,0,0
"AT","AT33","NUTS 2",2010,484,0.9896,0.1116,0.0021,0
"AT","AT34","NUTS 2",2010,231,0.9827,0.1126,0,0
"BE","BE10","NUTS 2",2010,816,0.9534,0.125,0,0
"BE","BE21","NUTS 2",2010,791,0.9684,0.1087,0,0
"BE","BE22","NUTS 2",2010,447,0.9664,0.1163,0,0
"BE","BE23","NUTS 2",2010,780,0.9718,0.1,0,0
"BE","BE24","NUTS 2",2010,554,0.9765,0.1101,0,0
"BE","BE25","NUTS 2",2010,702,0.9687,0.1125,0,0
"BE","BE31","NUTS 2",2010,176,0.9545,0.0909,0,0
"BE","BE32","NUTS 2",2010,889,0.9516,0.1305,0,0
"BE","BE33","NUTS 2",2010,558,0.9659,0.1254,0,0
"BE","BE34","NUTS 2",2010,196,0.9541,0.1429,0,0
"BE","BE35","NUTS 2",2010,223,0.9507,0.1166,0,0
"BG","BG31","NUTS 2",2010,786,0.3753,0.1565,0,0
"BG","BG32","NUTS 2",2010,736,0.3614,0.1318,0,0
"BG","BG33","NUTS 2",2010,800,0.4088,0.1262,0,0
"BG","BG34","NUTS 2",2010,898,0.4053,0.1225,0,0
"BG","BG41","NUTS 2",2010,1906,0.3814,0.1527,0,0
"BG","BG42","NUTS 2",2010,1045,0.399,0.1493,0,0
"CH","CH01","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH02","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH03","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH04","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH05","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH06","NUTS 2",2010,NA,NA,NA,NA,NA
"CH","CH07","NUTS 2",2010,NA,NA,NA,NA,NA
"CY","CY00","NUTS 2",2010,3780,0.8434,0.169,0,0
"CZ","CZ01","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ02","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ03","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ04","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ05","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ06","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ07","NUTS 2",2010,NA,NA,NA,NA,NA
"CZ","CZ08","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE11","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE12","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE13","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE14","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE21","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE22","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE23","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE24","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE25","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE26","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE27","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE30","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE40","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE50","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE60","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE71","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE72","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE73","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE80","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE91","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE92","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE93","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DE94","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEA1","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEA2","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEA3","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEA4","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEA5","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEB1","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEB2","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEB3","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEC0","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DED2","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DED4","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DED5","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEE0","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEF0","NUTS 2",2010,NA,NA,NA,NA,NA
"DE","DEG0","NUTS 2",2010,NA,NA,NA,NA,NA
"DK","DK01","NUTS 2",2010,1629,0.9957,0.0726,6e-04,0.0025
"DK","DK02","NUTS 2",2010,870,0.9977,0.0703,0,0.0023
"DK","DK03","NUTS 2",2010,1321,0.9947,0.0811,0,0.0015
"DK","DK04","NUTS 2",2010,1400,0.9929,0.0738,7e-04,0.0029
"DK","DK05","NUTS 2",2010,647,0.9969,0.0805,0,0.0015
"EE","EE00","NUTS 2",2010,4972,0.9666,0.1209,0,0
"EL","EL11","NUTS 2",2010,510,0.9255,0.1804,0,0
"EL","EL12","NUTS 2",2010,1339,0.9485,0.1636,0,0
"EL","EL13","NUTS 2",2010,227,0.9427,0.1454,0,0
"EL","EL14","NUTS 2",2010,529,0.9357,0.1267,0,0
"EL","EL21","NUTS 2",2010,215,0.9581,0.1535,0,0
"EL","EL22","NUTS 2",2010,121,0.9587,0.1157,0,0
"EL","EL23","NUTS 2",2010,494,0.9575,0.168,0,0
"EL","EL24","NUTS 2",2010,345,0.9536,0.1304,0,0
"EL","EL25","NUTS 2",2010,413,0.9516,0.1598,0,0
"EL","EL30","NUTS 2",2010,2026,0.9689,0.1264,0,0
"EL","EL41","NUTS 2",2010,152,0.9737,0.1513,0,0
"EL","EL42","NUTS 2",2010,209,0.9617,0.1531,0,0
"EL","EL43","NUTS 2",2010,425,0.9482,0.0988,0,0
"ES","ES11","NUTS 2",2010,984,0.9685,0.1616,0,0
"ES","ES12","NUTS 2",2010,623,0.9679,0.1445,0,0
"ES","ES13","NUTS 2",2010,418,0.9617,0.1435,0,0
"ES","ES21","NUTS 2",2010,722,0.9709,0.1593,0,0
"ES","ES22","NUTS 2",2010,463,0.9784,0.1555,0,0
"ES","ES23","NUTS 2",2010,426,0.9671,0.1714,0,0
"ES","ES24","NUTS 2",2010,605,0.9752,0.1884,0,0
"ES","ES30","NUTS 2",2010,1271,0.9748,0.133,0,0
"ES","ES41","NUTS 2",2010,938,0.967,0.1514,0,0
"ES","ES42","NUTS 2",2010,663,0.9683,0.1493,0,0
"ES","ES43","NUTS 2",2010,517,0.9652,0.1721,0,0
"ES","ES51","NUTS 2",2010,1492,0.9672,0.1508,0,0
"ES","ES52","NUTS 2",2010,1024,0.9688,0.1465,0,0
"ES","ES53","NUTS 2",2010,464,0.9741,0.1681,0,0
"ES","ES61","NUTS 2",2010,1617,0.9647,0.1633,0,0
"ES","ES62","NUTS 2",2010,507,0.9665,0.2032,0,0
"ES","ES63","NUTS 2",2010,116,0.9569,0.181,0,0
"ES","ES64","NUTS 2",2010,116,0.9569,0.1724,0,0
"ES","ES70","NUTS 2",2010,631,0.9715,0.1601,0,0
"FI","FI19","NUTS 2",2010,2955,0.9888,0.03,0.0047,0.0088
"FI","FI1B","NUTS 2",2010,2693,0.9858,0.031,0.0074,0.0052
"FI","FI1C","NUTS 2",2010,2466,0.9816,0.0323,0.0081,0.0089
"FI","FI1D","NUTS 2",2010,2768,0.9862,0.0298,0.0069,0.0061
"FI","FI20","NUTS 2",2010,107,0.9907,0.0566,0,0.0093
"FR","FR10","NUTS 2",2010,1729,0.9792,0.0763,0.0012,0
"FR","FR21","NUTS 2",2010,288,0.9792,0.0833,0,0
"FR","FR22","NUTS 2",2010,409,0.9853,0.1051,0,0
"FR","FR23","NUTS 2",2010,286,0.9615,0.0944,0,0
"FR","FR24","NUTS 2",2010,416,0.9832,0.0769,0,0
"FR","FR25","NUTS 2",2010,271,0.9594,0.0554,0,0
"FR","FR26","NUTS 2",2010,321,0.9595,0.0779,0,0
"FR","FR30","NUTS 2",2010,788,0.9746,0.0799,0,0
"FR","FR41","NUTS 2",2010,484,0.9587,0.0764,0,0
"FR","FR42","NUTS 2",2010,297,0.9697,0.0572,0,0
"FR","FR43","NUTS 2",2010,262,0.958,0.0878,0,0
"FR","FR51","NUTS 2",2010,775,0.969,0.0787,0.0013,0
"FR","FR52","NUTS 2",2010,628,0.9665,0.0955,0.0016,0
"FR","FR53","NUTS 2",2010,362,0.9669,0.0773,0,0
"FR","FR61","NUTS 2",2010,679,0.9749,0.081,0.0015,0
"FR","FR62","NUTS 2",2010,512,0.9648,0.0703,0,0
"FR","FR63","NUTS 2",2010,166,0.9518,0.0663,0,0
"FR","FR71","NUTS 2",2010,907,0.9768,0.0717,0,0
"FR","FR72","NUTS 2",2010,249,0.9799,0.0763,0,0
"FR","FR81","NUTS 2",2010,444,0.9707,0.0788,0,0
"FR","FR82","NUTS 2",2010,739,0.9811,0.0731,0,0
"FR","FR83","NUTS 2",2010,35,0.9143,0.2,0,0
"FR","FR91","NUTS 2",2010,NA,NA,NA,NA,NA
"FR","FR92","NUTS 2",2010,NA,NA,NA,NA,NA
"FR","FR93","NUTS 2",2010,NA,NA,NA,NA,NA
"FR","FR94","NUTS 2",2010,NA,NA,NA,NA,NA
"HR","HR04","NUTS 2",2010,2463,0.9513,0.4641,0,0
"HR","HR03","NUTS 2",2010,1240,0.9629,0.504,0,0
"HU","HU10","NUTS 2",2010,2478,0.9552,0.2312,4e-04,0
"HU","HU21","NUTS 2",2010,941,0.9437,0.2614,0,0
"HU","HU22","NUTS 2",2010,948,0.9451,0.2648,0,0
